iter	Passed	Remaining
544	1517	1267
545	1520	1264
546	1523	1261
547	1526	1258
548	1528	1256
549	1531	1252
550	1533	1249
551	1536	1246
552	1539	1244
553	1542	1241
554	1544	1238
555	1547	1235
556	1549	1232
557	1552	1230
558	1556	1227
559	1558	1224
560	1561	1221
561	1563	1218
562	1565	1215
563	1569	1213
564	1572	1210
565	1574	1207
566	1576	1204
567	1579	1201
568	1582	1198
569	1585	1196
570	1588	1193
571	1590	1190
572	1592	1187
573	1595	1183
574	1598	1181
575	1601	1178
576	1604	1176
577	1607	1173
578	1609	1170
579	1611	1167
580	1615	1165
581	1617	1162
582	1620	1159
583	1622	1156
584	1625	1152
585	1627	1149
586	1631	1148
587	1634	1145
588	1636	1142
589	1639	1138
590	1641	1135
591	1643	1132
592	1647	1130
593	1649	1127
594	1652	1124
595	1654	1121
596	1657	1118
597	1659	1115
598	1663	1113
599	1665	1110
600	1668	1107
601	1670	1104
602	1672	1101
603	1675	1098
604	1679	1096
605	1681	1093
606	1683	1090
607	1686	1087
608	1688	1084
609	1692	1081
610	1695	1079
611	1697	1076
612	1700	1073
613	1702	1070
614	1704	1067
615	1708	1065
616	1711	1062
617	1713	1059
618	1716	1056
619	1718	1053
620	1721	1050
621	1724	1048
622	1727	1045
623	1730	1042
624	1732	1039
625	1735	1036
626	1737	1033
627	1740	1031
628	1743	1028
629	1746	1025
630	1748	1022
631	1750	1019
632	1753	1016
633	1756	1014
634	1759	1011
635	1762	1008
636	1765	1005
637	1767	1002
638	1772	1001
639	1776	999
640	1780	997
641	1783	994
642	1789	993
643	1792	991
644	1795	988
645	1798	985
646	1801	983
647	1805	980
648	1808	977
649	1810	974
650	1812	971
651	1815	969
652	1819	966
653	1822	963
654	1824	961
655	1827	958
656	1829	955
657	1833	952
658	1836	950
659	1839	947
660	1842	944
661	1844	941
662	1846	938
663	1850	936
664	1853	933
665	1855	930
666	1857	927
667	1860	924
668	1862	921
669	1866	919
670	1869	916
671	1871	913
672	1874	910
673	1876	907
674	1879	904
675	1882	902
676	1885	899
677	1887	896
678	1889	893
679	1892	890
680	1895	887
681	1898	885
682	1901	882
683	1903	879
684	1906	876
685	1908	873
686	1911	870
687	1914	868
688	1917	865
689	1919	862
690	1922	859
691	1924	856
692	1928	854
693	1931	851
694	1933	848
695	1936	846
696	1939	843
697	1941	840
698	1945	837
699	1947	834
700	1949	831
701	1952	828
702	1954	825
703	1957	822
704	1960	820
705	1963	817
706	1965	814
707	1968	811
708	1970	808
709	1973	806
710	1976	803
711	1979	800
712	1981	797
713	1983	794
714	1986	791
715	1988	788
716	1992	786
717	1995	783
718	1997	780
719	1999	777
720	2002	774
721	2004	772
722	2008	769
723	2010	766
724	2013	763
725	2015	760
726	2018	757
727	2021	755
728	2024	752
729	2026	749
730	2029	746
731	2031	743
732	2033	740
733	2037	738
734	2039	735
735	2042	732
736	2044	729
737	2047	726
738	2050	724
739	2053	721
740	2055	718
741	2058	715
742	2060	712
743	2063	709
744	2065	707
745	2069	704
746	2071	701
747	2074	698
748	2076	695
749	2078	692
750	2081	690
751	2085	687
752	2087	684
753	2090	681
754	2092	679
755	2095	676
756	2098	673
757	2101	670
758	2103	667
759	2105	664
760	2108	662
761	2110	659
762	2113	656
763	2117	654
764	2119	651
765	2122	648
766	2124	645
767	2126	642
768	2130	639
769	2133	637
770	2135	634
771	2138	631
772	2140	628
773	2143	625
774	2146	623
775	2149	620
776	2152	617
777	2154	614
778	2157	611
779	2159	609
780	2162	606
781	2165	603
782	2167	600
783	2169	597
784	2172	594
785	2174	592
786	2178	589
787	2181	586
788	2183	583
789	2185	581
790	2188	578
791	2190	575
792	2194	572
793	2196	569
794	2199	567
795	2201	564
796	2204	561
797	2206	558
798	2210	556
799	2213	553
800	2215	550
801	2217	547
802	2220	544
803	2223	541
804	2226	539
805	2229	536
806	2231	533
807	2233	530
808	2236	527
809	2239	525
810	2242	522
811	2244	519
812	2247	517
813	2250	514
814	2252	511
815	2257	508
816	2259	506
817	2262	503
818	2264	500
819	2266	497
820	2269	494
821	2272	492
822	2274	489
823	2277	486
824	2279	483
825	2282	480
826	2285	478
827	2288	475
828	2291	472
829	2293	469
830	2295	466
831	2298	464
832	2301	461
833	2304	458
834	2307	455
835	2309	453
836	2311	450
837	2314	447
838	2317	444
839	2320	442
840	2323	439
841	2325	436
842	2328	433
843	2330	430
844	2334	428
845	2336	425
846	2339	422
847	2341	419
848	2343	416
849	2346	414
850	2349	411
851	2352	408
852	2355	405
853	2357	403
854	2359	400
855	2363	397
856	2366	394
857	2368	392
858	2371	389
859	2373	386
860	2376	383
861	2378	380
862	2382	378
863	2385	375
864	2387	372
865	2390	369
866	2392	367
867	2394	364
868	2398	361
869	2401	358
870	2403	356
871	2406	353
872	2408	350
873	2411	347
874	2415	345
875	2417	342
876	2419	339
877	2422	336
878	2424	333
879	2427	331
880	2430	328
881	2433	325
882	2435	322
883	2438	319
884	2440	317
885	2443	314
886	2446	311
887	2449	308
888	2452	306
889	2454	303
890	2456	300
891	2459	297
892	2463	295
893	2465	292
894	2469	289
895	2471	286
896	2473	284
897	2477	281
898	2479	278
899	2482	275
900	2484	272
901	2486	270
902	2489	267
903	2492	264
904	2496	262
905	2500	259
906	2502	256
907	2505	253
908	2508	251
909	2512	248
910	2514	245
911	2516	242
912	2519	240
913	2522	237
914	2525	234
915	2528	231
916	2530	229
917	2533	226
918	2535	223
919	2538	220
920	2541	218
921	2544	215
922	2546	212
923	2549	209
924	2551	206
925	2554	204
926	2557	201
927	2559	198
928	2562	195
929	2564	193
930	2567	190
931	2569	187
932	2573	184
933	2575	182
934	2578	179
935	2580	176
936	2584	173
937	2587	171
938	2590	168
939	2592	165
940	2595	162
941	2597	159
942	2600	157
943	2603	154
944	2606	151
945	2609	148
946	2611	146
947	2613	143
948	2616	140
949	2619	137
950	2622	135
951	2625	132
952	2627	129
953	2629	126
954	2632	124
955	2636	121
956	2639	118
957	2641	115
958	2644	113
959	2646	110
960	2650	107
961	2652	104
962	2654	102
963	2657	99
964	2660	96
965	2662	93
966	2665	90
967	2669	88
968	2671	85
969	2673	82
970	2676	79
971	2678	77
972	2682	74
973	2685	71
974	2687	68
975	2690	66
976	2692	63
977	2696	60
978	2699	57
979	2701	55
980	2704	52
981	2706	49
982	2709	46
983	2712	44
984	2715	41
985	2719	38
986	2722	35
987	2724	33
988	2726	30
989	2730	27
990	2732	24
991	2735	22
992	2737	19
993	2740	16
994	2742	13
995	2746	11
996	2749	8
997	2751	5
998	2753	2
999	2756	0
