iter	RMSE
305	7718.99764
306	7699.519322
307	7698.212587
308	7657.766057
309	7627.840345
310	7603.73994
311	7585.0326
312	7558.361549
313	7552.962988
314	7521.525215
315	7504.371254
316	7475.633109
317	7452.687902
318	7427.098587
319	7400.795883
320	7388.908307
321	7387.471143
322	7367.913143
323	7333.94703
324	7307.425532
325	7261.075672
326	7235.780421
327	7225.366539
328	7206.973979
329	7204.997144
330	7200.313614
331	7195.715636
332	7153.643638
333	7135.125786
334	7111.45846
335	7065.306056
336	7064.201082
337	7063.372674
338	7029.273788
339	6999.977345
340	6982.229641
341	6953.522794
342	6933.401813
343	6932.017879
344	6905.643708
345	6880.803223
346	6844.658593
347	6808.338628
348	6806.887799
349	6793.336877
350	6779.688345
351	6754.375525
352	6735.369845
353	6711.855075
354	6710.646391
355	6696.706111
356	6665.913991
357	6655.334302
358	6628.301408
359	6623.519315
360	6622.66778
361	6594.642159
362	6575.668592
363	6551.811582
364	6550.321475
365	6530.711267
366	6518.747717
367	6505.948985
368	6490.701324
369	6463.545976
370	6431.340114
371	6428.68196
372	6397.863906
373	6375.341182
374	6341.51794
375	6316.801983
376	6286.834137
377	6264.660888
378	6262.489278
379	6253.999967
380	6230.472229
381	6210.26157
382	6191.536499
383	6160.705791
384	6145.125916
385	6141.786729
386	6130.592203
387	6118.224503
388	6109.608579
389	6105.877454
390	6076.917287
391	6054.147415
392	6043.452848
393	6020.474425
394	5998.196581
395	5988.55354
396	5969.135658
397	5942.799516
398	5924.093109
399	5899.346523
400	5883.454834
401	5858.302829
402	5841.581504
403	5823.276861
404	5804.943915
405	5804.151944
406	5786.721807
407	5770.768154
408	5747.33614
409	5726.143585
410	5707.67854
411	5695.302806
412	5678.708458
413	5659.540935
414	5634.872358
415	5634.210117
416	5606.488917
417	5590.500599
418	5563.930495
419	5545.850074
420	5545.190324
421	5530.355755
422	5513.698894
423	5503.86743
424	5502.538925
425	5486.891427
426	5465.800745
427	5461.193041
428	5452.466098
429	5431.040937
430	5420.159265
431	5403.055402
432	5385.726635
433	5373.304402
434	5366.661735
435	5353.580619
436	5333.871215
437	5316.09461
438	5302.6285
439	5282.402546
440	5271.755894
441	5263.875875
442	5241.734287
443	5226.656266
444	5207.479744
445	5192.144011
446	5172.20136
447	5161.626876
448	5149.750273
449	5146.107275
450	5127.672129
451	5126.592068
452	5108.021726
453	5094.335932
454	5074.271224
455	5068.042012
456	5065.222423
457	5046.390806
458	5027.642454
459	5010.867821
460	4990.397259
461	4975.243494
462	4968.036865
463	4948.976126
464	4918.030411
465	4903.485409
466	4886.621606
467	4864.382943
468	4848.491075
469	4837.999894
470	4812.842498
471	4792.509501
472	4773.653015
473	4759.332117
474	4749.494638
475	4730.560485
476	4713.218089
477	4709.960755
478	4697.593861
479	4674.885278
480	4658.56103
481	4648.794151
482	4629.774291
483	4612.374868
484	4589.635296
485	4571.473105
486	4551.007885
487	4550.189016
488	4534.893979
489	4522.39127
490	4504.736398
491	4494.440613
492	4475.648349
493	4457.962374
494	4453.331133
495	4431.633337
496	4421.623946
497	4414.176594
498	4403.156042
499	4382.654334
500	4369.309879
501	4355.741964
502	4340.114109
503	4326.565813
504	4304.093393
505	4295.931193
506	4280.159752
507	4265.958708
508	4250.463866
509	4229.865514
510	4218.871534
511	4200.189982
512	4194.114261
513	4187.292092
514	4169.267499
515	4168.317023
516	4150.167716
517	4138.219063
518	4124.570111
519	4109.771357
520	4095.868045
521	4084.006465
522	4072.560971
523	4057.852057
524	4048.914157
525	4036.913075
526	4028.982803
527	4023.451764
528	4012.416277
529	4011.617889
530	3995.301936
531	3977.848387
532	3968.986256
533	3949.701863
534	3937.090326
535	3930.861561
536	3918.713134
537	3912.609553
538	3900.617471
539	3892.551154
540	3882.108791
541	3874.530169
542	3858.227129
543	3848.428734
544	3838.791122
545	3823.059827
546	3806.819562
547	3779.064674
548	3772.819869
549	3753.913233
550	3742.743291
551	3725.132787
552	3717.875278
553	3707.957268
554	3699.219052
555	3684.373396
556	3677.579434
557	3659.608518
558	3658.998749
559	3638.347678
560	3623.140496
561	3620.621938
562	3612.297756
563	3606.145747
564	3594.133141
565	3576.990627
566	3566.674584
567	3554.863149
568	3554.40683
569	3554.033843
570	3542.499344
571	3534.988305
572	3524.810982
573	3511.530539
574	3497.239139
575	3484.428823
576	3473.434401
577	3464.733194
578	3457.058877
579	3439.339355
580	3438.901105
581	3430.239557
582	3420.024777
583	3409.778285
584	3398.905479
585	3389.958676
586	3379.333176
587	3362.477476
588	3353.043464
589	3344.855653
590	3338.919104
591	3326.354845
592	3318.042654
593	3309.607733
594	3302.629634
595	3288.866138
596	3281.691384
597	3270.432004
598	3260.03614
599	3254.501139
600	3249.45302
601	3245.166443
602	3240.971794
603	3232.922621
604	3225.576405
605	3210.461286
606	3209.736493
607	3196.5285
608	3185.223139
609	3168.416645
610	3157.397204
611	3150.841039
612	3141.541672
613	3137.639115
614	3127.657011
615	3113.462693
616	3110.835563
617	3110.488946
618	3104.801126
619	3095.21767
620	3081.850488
621	3075.475054
622	3063.040269
623	3053.904531
624	3042.269636
625	3032.751824
626	3027.363412
627	3013.61457
628	3007.396291
629	2997.857051
630	2988.172423
631	2982.121665
632	2981.453821
633	2980.090967
634	2967.513366
635	2961.389965
636	2957.976937
637	2947.902028
638	2941.26352
639	2935.441298
640	2934.895051
641	2927.248111
642	2920.330473
643	2907.606764
644	2902.218033
645	2893.408663
646	2884.302157
647	2875.21925
648	2874.898428
649	2867.859136
650	2857.837621
651	2849.794243
652	2840.706637
653	2829.091607
654	2819.172263
655	2813.09711
656	2806.414852
657	2800.555124
658	2791.479065
659	2784.43777
660	2784.084173
661	2777.516876
662	2767.767108
663	2758.68554
664	2753.123682
665	2740.725712
666	2740.35291
667	2731.287477
668	2723.211396
669	2716.017456
670	2704.104075
671	2695.788702
672	2692.131966
673	2682.048964
674	2678.867691
675	2673.456191
676	2666.948788
677	2661.719378
678	2655.490835
679	2652.424321
680	2646.98758
681	2645.031122
682	2638.422774
683	2626.330074
684	2618.797055
685	2610.692861
686	2610.359044
687	2600.913022
688	2600.579729
689	2599.990078
690	2591.914544
691	2583.894289
692	2576.038752
693	2571.268305
694	2563.462763
695	2556.258863
696	2545.458382
697	2535.003822
698	2533.12483
699	2529.017011
700	2521.033055
701	2520.63409
702	2514.394469
703	2509.125128
704	2498.611689
705	2490.633108
706	2479.722494
707	2472.280532
708	2461.642452
709	2452.879856
710	2452.476555
711	2447.281775
712	2438.020138
713	2437.817799
714	2435.294564
715	2429.18203
716	2418.905529
717	2416.214873
718	2404.865342
719	2396.020706
720	2387.979698
721	2387.731548
722	2374.976599
723	2367.133222
724	2362.143348
725	2353.632374
726	2345.444865
727	2336.570979
728	2336.103668
729	2330.915696
730	2330.627445
731	2327.372893
732	2322.215214
733	2315.725108
734	2308.976447
735	2305.610187
736	2301.739134
737	2291.905762
738	2283.489458
739	2275.123736
740	2264.921218
741	2262.363098
742	2258.827627
743	2252.083048
744	2245.198482
745	2234.830421
746	2234.2114
747	2226.969155
748	2217.284235
749	2217.081017
750	2216.948104
751	2210.312297
752	2204.901673
753	2202.623615
754	2196.753076
755	2184.703235
756	2174.637113
757	2166.255042
758	2160.980206
759	2154.697778
760	2150.6217
761	2141.494087
762	2137.07695
763	2129.650691
764	2119.70779
765	2117.010605
766	2112.07074
767	2106.810907
768	2102.930584
769	2098.525576
770	2094.016663
771	2087.072673
772	2082.15645
773	2071.877198
774	2064.570453
775	2058.43291
776	2057.488522
777	2049.215523
778	2043.413018
779	2036.051497
780	2025.446142
781	2018.472678
782	2012.211148
783	2011.888141
784	2006.393192
785	2002.812663
786	1995.158139
787	1985.789583
788	1981.627222
789	1977.653737
790	1967.319664
791	1962.027782
792	1956.681453
793	1951.363646
794	1946.036367
795	1944.399827
796	1934.96455
797	1930.002469
798	1922.243175
799	1918.542246
800	1911.056445
801	1907.548232
802	1901.498824
803	1897.70483
804	1892.912035
805	1884.088896
806	1880.428883
807	1878.597132
808	1874.277444
809	1874.010816
810	1865.573925
811	1859.033574
812	1851.819667
813	1847.879004
814	1842.279714
815	1838.346075
816	1837.384956
817	1831.429715
818	1825.421068
819	1824.989963
820	1820.533605
821	1814.570083
822	1809.630508
823	1800.85274
824	1792.355213
825	1790.032872
826	1786.811002
827	1782.159243
828	1777.496919
829	1775.651242
830	1772.493366
831	1770.774816
832	1765.441606
833	1762.77918
834	1760.659241
835	1755.756505
836	1751.898242
837	1749.092901
838	1745.747671
839	1741.492286
840	1740.665045
841	1737.533711
842	1729.400209
843	1728.842216
844	1721.653419
845	1721.459021
846	1718.443121
847	1715.85948
848	1712.776739
849	1707.821692
850	1703.332143
851	1698.655219
852	1692.298595
853	1685.662006
854	1685.471637
855	1682.299964
856	1677.099282
857	1672.006128
858	1665.512896
859	1662.591619
860	1658.320721
861	1655.734644
862	1655.523618
863	1647.381244
864	1640.448878
865	1633.656431
866	1629.408057
867	1629.209882
868	1629.045063
869	1625.700096
870	1620.055448
871	1617.41717
872	1613.17641
873	1608.358899
874	1603.019738
875	1595.400924
876	1589.192286
877	1588.948706
878	1583.992088
879	1579.074568
880	1574.157285
881	1566.532976
882	1560.656382
883	1553.460496
884	1548.794106
885	1543.823768
886	1540.498293
887	1538.011623
888	1535.792729
889	1530.243397
890	1528.438466
891	1523.904692
892	1523.774952
893	1516.373329
894	1513.086003
895	1512.920389
896	1507.080228
897	1506.792681
898	1502.59914
899	1501.968259
900	1495.615015
901	1489.929364
902	1484.341399
903	1481.177274
904	1478.497081
905	1473.792603
906	1472.120312
907	1467.374756
908	1464.173907
909	1459.635585
910	1457.849974
911	1452.564211
912	1447.69975
913	1444.33469
914	1439.210356
915	1438.052942
916	1432.925181
917	1430.03032
918	1429.767742
919	1428.432899
920	1423.393738
921	1421.371992
922	1418.367086
923	1412.245459
924	1412.071019
925	1408.295617
926	1408.178941
927	1405.874768
928	1404.148995
929	1399.53685
930	1396.536479
931	1390.089895
932	1383.747493
933	1379.805145
934	1378.10895
935	1373.732536
936	1368.481495
937	1365.413754
938	1364.193412
939	1360.009051
940	1355.709186
941	1349.656073
942	1348.436263
943	1343.239369
944	1337.412891
945	1334.806992
946	1329.368028
947	1329.23705
948	1327.159524
949	1323.230154
950	1320.150444
951	1320.032837
952	1319.895337
953	1317.345158
954	1309.348073
955	1303.774826
956	1301.056305
957	1297.782424
958	1297.407667
959	1291.675392
960	1288.393546
961	1283.983033
962	1278.403763
963	1272.724849
964	1269.753827
965	1263.310268
966	1260.05339
967	1255.105437
968	1254.337252
969	1249.184151
970	1247.226867
971	1245.045645
972	1243.1896
973	1239.697187
974	1233.970983
975	1229.342491
976	1226.711042
977	1221.99152
978	1219.223864
979	1218.088158
980	1212.548441
981	1208.460138
982	1206.296537
983	1203.357892
984	1198.067459
985	1195.652882
986	1193.561865
987	1190.151918
988	1188.264813
989	1185.777044
990	1184.624235
991	1183.181896
992	1181.441092
993	1181.287062
994	1179.809523
995	1176.277805
996	1173.826774
997	1170.966226
998	1167.412758
999	1164.194051
